profession,gender,token,count_topk,doc_freq,mean_attr,weighted_score
accountant,,accounting,22,16,1.1447559635747562,25.184631198644635
accountant,,financial,11,10,0.6675473018126055,7.34302031993866
accountant,,accountants,4,2,1.1569816917181015,4.627926766872406
accountant,,finance,8,6,0.35122697055339813,2.809815764427185
accountant,,accounts,3,3,0.9098944664001465,2.7296833992004395
accountant,,accountant,2,2,1.176555573940277,2.353111147880554
accountant,,treasurer,1,1,2.166637897491455,2.166637897491455
accountant,,kpmg,1,1,2.145104259252548,2.145104259252548
accountant,,auditing,3,2,0.6819450221955776,2.045835066586733
accountant,,business,4,4,0.5059996619820595,2.023998647928238
accountant,,company,4,4,0.5018545240163803,2.0074180960655212
accountant,,accountancy,2,2,0.992007726803422,1.984015453606844
accountant,,tax,3,3,0.6203949451446533,1.86118483543396
accountant,,cfo,3,3,0.5631960344811281,1.6895881034433842
accountant,,degree,3,3,0.5422127743562063,1.6266383230686188
accountant,,wisconsin,1,1,1.2778910398483276,1.2778910398483276
accountant,,pricewaterhousecoopers,2,2,0.5940130762755871,1.1880261525511742
accountant,,public,2,2,0.563985675573349,1.127971351146698
accountant,,years,3,3,0.37339778741200763,1.120193362236023
accountant,,receivables,1,1,1.0905205458402634,1.0905205458402634
accountant,,senior,2,2,0.5309340059757233,1.0618680119514465
accountant,,families,2,1,0.48765964806079865,0.9753192961215973
accountant,,cpas,2,1,0.471119686961174,0.942239373922348
accountant,,operations,1,1,0.9111729860305786,0.9111729860305786
accountant,,bachelor,2,2,0.4465016573667526,0.8930033147335052
accountant,,firm,2,2,0.42702335119247437,0.8540467023849487
accountant,,offices,1,1,0.8533852100372314,0.8533852100372314
accountant,,bachelors,1,1,0.8409417569637299,0.8409417569637299
accountant,,valuations,2,1,0.4063432030379772,0.8126864060759544
accountant,,stocks,1,1,0.8024524450302124,0.8024524450302124
accountant,,experience,1,1,0.7821249961853027,0.7821249961853027
accountant,,positions,1,1,0.7625678777694702,0.7625678777694702
accountant,,firms,2,2,0.37919916212558746,0.7583983242511749
accountant,,aged,1,1,0.7358129620552063,0.7358129620552063
accountant,,expertise,1,1,0.7289450168609619,0.7289450168609619
accountant,,instructor,1,1,0.7276132702827454,0.7276132702827454
accountant,,started,1,1,0.7038424015045166,0.7038424015045166
accountant,,working,2,2,0.3494969606399536,0.6989939212799072
accountant,,specializes,1,1,0.6943906545639038,0.6943906545639038
accountant,,payments,1,1,0.6855089068412781,0.6855089068412781
accountant,,director,2,2,0.3317842483520508,0.6635684967041016
accountant,,graduated,1,1,0.6075549125671387,0.6075549125671387
accountant,,westernzagros,1,1,0.597090095281601,0.597090095281601
accountant,,businesses,1,1,0.5887221097946167,0.5887221097946167
accountant,,serves,1,1,0.5882138013839722,0.5882138013839722
