profession,gender,token,count_topk,doc_freq,mean_attr,weighted_score
accountant,,accounting,21,16,0.9916182202952248,20.823982626199722
accountant,,financial,12,11,0.7912223637104034,9.494668364524841
accountant,,accountants,3,2,1.4287253220876057,4.286175966262817
accountant,,accounts,4,3,0.960076317191124,3.840305268764496
accountant,,finance,6,6,0.5115477169553438,3.0692863017320633
accountant,,while,1,1,2.7567553520202637,2.7567553520202637
accountant,,families,2,1,1.2725534439086914,2.545106887817383
accountant,,accountancy,2,2,1.1600284650921822,2.3200569301843643
accountant,,tax,4,4,0.5315448120236397,2.1261792480945587
accountant,,accountant,2,2,1.024334967136383,2.048669934272766
accountant,,taxes,1,1,1.7599657773971558,1.7599657773971558
accountant,,kpmg,1,1,1.5283589661121368,1.5283589661121368
accountant,,firm,1,1,1.5215964317321777,1.5215964317321777
accountant,,aged,1,1,1.440225601196289,1.440225601196289
accountant,,cpas,3,1,0.47425591697295505,1.4227677509188652
accountant,,audits,2,2,0.6923952717334032,1.3847905434668064
accountant,,auditing,3,2,0.43564972405632335,1.30694917216897
accountant,,degree,3,3,0.4250481426715851,1.2751444280147552
accountant,,pricewaterhousecoopers,2,2,0.6097352220676839,1.2194704441353679
accountant,,experience,3,3,0.3822949330012004,1.146884799003601
accountant,,valuations,2,1,0.548337310552597,1.096674621105194
accountant,,operations,1,1,0.987150251865387,0.987150251865387
accountant,,stocks,1,1,0.9825781583786011,0.9825781583786011
accountant,,businesses,1,1,0.9517214298248291,0.9517214298248291
accountant,,public,2,2,0.4718397855758667,0.9436795711517334
accountant,,reporting,2,1,0.4693334996700287,0.9386669993400574
accountant,,trading,1,1,0.8669710755348206,0.8669710755348206
accountant,,director,2,2,0.42107459902763367,0.8421491980552673
accountant,,bachelors,1,1,0.8290886133909225,0.8290886133909225
accountant,,works,1,1,0.8280045986175537,0.8280045986175537
accountant,,started,1,1,0.8246399760246277,0.8246399760246277
accountant,,chartered,2,1,0.41120702028274536,0.8224140405654907
accountant,,understands,1,1,0.7965902090072632,0.7965902090072632
accountant,,graduated,1,1,0.7730215191841125,0.7730215191841125
accountant,,mainly,1,1,0.7520962953567505,0.7520962953567505
accountant,,offices,1,1,0.7057152986526489,0.7057152986526489
accountant,,survivor,1,1,0.6883905529975891,0.6883905529975891
accountant,,cfo,1,1,0.6809885799884796,0.6809885799884796
accountant,,positions,1,1,0.6572054624557495,0.6572054624557495
accountant,,clients,1,1,0.62632155418396,0.62632155418396
accountant,,completing,1,1,0.6174547672271729,0.6174547672271729
accountant,,previously,2,2,0.29045340418815613,0.5809068083763123
accountant,,returns,1,1,0.5763133764266968,0.5763133764266968
accountant,,requirements,1,1,0.5359283685684204,0.5359283685684204
accountant,,hgg,1,1,0.5225134789943695,0.5225134789943695
accountant,,bachelor,1,1,0.5212507247924805,0.5212507247924805
accountant,,create,1,1,0.517200767993927,0.517200767993927
accountant,,small,1,1,0.5053141713142395,0.5053141713142395
accountant,,work,1,1,0.5007809400558472,0.5007809400558472
accountant,,working,1,1,0.4979660212993622,0.4979660212993622
accountant,,portfolio,1,1,0.49603188037872314,0.49603188037872314
accountant,,firms,1,1,0.4959028363227844,0.4959028363227844
accountant,,westernzagros,1,1,0.49572324752807617,0.49572324752807617
accountant,,los,1,1,0.49188661575317383,0.49188661575317383
accountant,,spreadsheets,1,1,0.4836452081799507,0.4836452081799507
accountant,,consulting,1,1,0.4776585102081299,0.4776585102081299
accountant,,irs,1,1,0.46882742643356323,0.46882742643356323
accountant,,instructor,1,1,0.4623383581638336,0.4623383581638336
accountant,,rob,1,1,0.46212029457092285,0.46212029457092285
accountant,,ends,1,1,0.46204620599746704,0.46204620599746704
accountant,,joined,1,1,0.4616612195968628,0.4616612195968628
accountant,,mrc,1,1,0.45562097430229187,0.45562097430229187
accountant,,area,1,1,0.4449635446071625,0.4449635446071625
accountant,,business,2,2,0.222344771027565,0.44468954205513
accountant,,dealing,1,1,0.43357670307159424,0.43357670307159424
accountant,,international,1,1,0.4311481714248657,0.4311481714248657
accountant,,staffing,1,1,0.43096674606204033,0.43096674606204033
accountant,,wyckoff,1,1,0.408229723572731,0.408229723572731
accountant,,control,1,1,0.4022395610809326,0.4022395610809326
accountant,,practicing,1,1,0.39677369594573975,0.39677369594573975
accountant,,years,1,1,0.39619725942611694,0.39619725942611694
accountant,,controller,1,1,0.3955608010292053,0.3955608010292053
accountant,,school,1,1,0.3926699161529541,0.3926699161529541
accountant,,schedule,1,1,0.3916237950325012,0.3916237950325012
accountant,,company,1,1,0.3897063136100769,0.3897063136100769
accountant,,corporations,1,1,0.3843069076538086,0.3843069076538086
accountant,,industry,1,1,0.3807295560836792,0.3807295560836792
accountant,,amr,1,1,0.37443259358406067,0.37443259358406067
accountant,,pennsylvania,1,1,0.3735915720462799,0.3735915720462799
accountant,,paychex,1,1,0.36900627613067627,0.36900627613067627
accountant,,inc,1,1,0.35879039764404297,0.35879039764404297
accountant,,team,1,1,0.35496440529823303,0.35496440529823303
accountant,,partner,1,1,0.3530786335468292,0.3530786335468292
accountant,,graduating,1,1,0.3506743311882019,0.3506743311882019
accountant,,hospital,1,1,0.3485945463180542,0.3485945463180542
accountant,,certified,1,1,0.347819060087204,0.347819060087204
accountant,,resourcing,1,1,0.34386541694402695,0.34386541694402695
accountant,,recruit,1,1,0.3308531641960144,0.3308531641960144
accountant,,prime,1,1,0.3304164707660675,0.3304164707660675
accountant,,knowledge,1,1,0.3109402656555176,0.3109402656555176
accountant,,served,1,1,0.30355608463287354,0.30355608463287354
accountant,,jam,1,1,0.300755113363266,0.300755113363266
accountant,,heading,1,1,0.2994963824748993,0.2994963824748993
accountant,,taxation,1,1,0.2891750931739807,0.2891750931739807
accountant,,starkville,1,1,0.27828484028577805,0.27828484028577805
accountant,,office,1,1,0.2692009508609772,0.2692009508609772
accountant,,frustrated,1,1,0.2615489959716797,0.2615489959716797
accountant,,plc,1,1,0.25519540905952454,0.25519540905952454
accountant,,grew,1,1,0.2394733428955078,0.2394733428955078
accountant,,science,1,1,0.2309926152229309,0.2309926152229309
accountant,,temporary,1,1,0.2309044599533081,0.2309044599533081
accountant,,hours,1,1,0.22141869366168976,0.22141869366168976
accountant,,worked,1,1,0.22072657942771912,0.22072657942771912
accountant,,left,1,1,0.18868842720985413,0.18868842720985413
accountant,,charitable,1,1,0.18089765310287476,0.18089765310287476
accountant,,president,1,1,0.13221397995948792,0.13221397995948792
architect,,architecture,33,23,0.898883932467663,29.663169771432877
architect,,architectural,17,16,0.9123313444502213,15.509632855653763
architect,,design,20,16,0.6539224430918693,13.078448861837387
architect,,architect,10,10,1.1131538569927215,11.131538569927216
architect,,architects,9,8,0.8832926220364041,7.949633598327637
architect,,construction,4,4,0.7891044616699219,3.1564178466796875
architect,,sustainable,1,1,1.9336364269256592,1.9336364269256592
architect,,firm,4,3,0.43199972063302994,1.7279988825321198
architect,,technical,2,1,0.7604354321956635,1.520870864391327
architect,,ellenzweig,1,1,1.407253935933113,1.407253935933113
architect,,london,2,2,0.6941341459751129,1.3882682919502258
architect,,information,1,1,1.2974424362182617,1.2974424362182617
architect,,symantec,1,1,1.2858712375164032,1.2858712375164032
architect,,solutions,3,3,0.41305864850680035,1.239175945520401
architect,,business,2,1,0.5922874510288239,1.1845749020576477
architect,,thejournal,1,1,1.1737390905618668,1.1737390905618668
architect,,schalk,1,1,1.149714708328247,1.149714708328247
architect,,assistant,1,1,1.1374011039733887,1.1374011039733887
architect,,building,3,3,0.37250762184460956,1.1175228655338287
architect,,asheville,1,1,1.111165702342987,1.111165702342987
architect,,years,3,3,0.3608369727929433,1.08251091837883
architect,,usability,1,1,1.046323299407959,1.046323299407959
architect,,designed,3,3,0.3471147020657857,1.0413441061973572
architect,,developing,2,2,0.5162506699562073,1.0325013399124146
architect,,full,1,1,1.0103603601455688,1.0103603601455688
architect,,aia,1,1,0.9813328385353088,0.9813328385353088
architect,,professor,1,1,0.9625201225280762,0.9625201225280762
architect,,company,2,2,0.4794313311576843,0.9588626623153687
architect,,architecting,1,1,0.9401805400848389,0.9401805400848389
architect,,board,1,1,0.9326764345169067,0.9326764345169067
architect,,renderings,1,1,0.9174577593803406,0.9174577593803406
architect,,meticulously,1,1,0.9158700257539749,0.9158700257539749
architect,,kuleuven,1,1,0.9059238284826279,0.9059238284826279
architect,,firms,1,1,0.9051392674446106,0.9051392674446106
architect,,microsoft,2,2,0.4522457420825958,0.9044914841651917
architect,,works,2,2,0.45033761858940125,0.9006752371788025
architect,,bookings,1,1,0.84046970307827,0.84046970307827
architect,,computing,2,1,0.4196375757455826,0.8392751514911652
architect,,computer,2,2,0.4101189821958542,0.8202379643917084
architect,,masters,1,1,0.7814100980758667,0.7814100980758667
architect,,job,1,1,0.7724463939666748,0.7724463939666748
architect,,advanced,1,1,0.7655251026153564,0.7655251026153564
architect,,techniques,1,1,0.7459170818328857,0.7459170818328857
architect,,standards,1,1,0.744321346282959,0.744321346282959
architect,,worked,1,1,0.7432768940925598,0.7432768940925598
architect,,acted,1,1,0.7429581880569458,0.7429581880569458
architect,,experience,2,2,0.3670971691608429,0.7341943383216858
architect,,developers,1,1,0.7275841236114502,0.7275841236114502
architect,,cmdesign,1,1,0.7149562183767557,0.7149562183767557
architect,,poulson,1,1,0.7055265307426453,0.7055265307426453
architect,,chair,1,1,0.7023537755012512,0.7023537755012512
architect,,techno,1,1,0.7019407153129578,0.7019407153129578
architect,,partner,2,2,0.3498413413763046,0.6996826827526093
architect,,subjects,1,1,0.6977554559707642,0.6977554559707642
architect,,ricardo,1,1,0.6508716344833374,0.6508716344833374
architect,,learning,2,1,0.32453982532024384,0.6490796506404877
architect,,bruxelles,1,1,0.6425426602363586,0.6425426602363586
architect,,consultancy,1,1,0.640306830406189,0.640306830406189
architect,,heralds,1,1,0.6376151815056801,0.6376151815056801
architect,,using,1,1,0.6209513545036316,0.6209513545036316
architect,,sap,2,1,0.309396430850029,0.618792861700058
architect,,area,1,1,0.6176655292510986,0.6176655292510986
architect,,patterns,1,1,0.6166255474090576,0.6166255474090576
architect,,university,2,2,0.3064892143011093,0.6129784286022186
architect,,efficient,1,1,0.5942679643630981,0.5942679643630981
architect,,currently,1,1,0.5927248001098633,0.5927248001098633
architect,,understanding,1,1,0.5886776447296143,0.5886776447296143
architect,,technology,1,1,0.5857490301132202,0.5857490301132202
architect,,borderland,1,1,0.5806247442960739,0.5806247442960739
architect,,influenced,1,1,0.5652995705604553,0.5652995705604553
architect,,media,1,1,0.5642139911651611,0.5642139911651611
architect,,interactions,1,1,0.5612840056419373,0.5612840056419373
architect,,buildings,1,1,0.5611939430236816,0.5611939430236816
architect,,project,1,1,0.5564729571342468,0.5564729571342468
architect,,computation,1,1,0.5400166511535645,0.5400166511535645
architect,,summer,1,1,0.5395982265472412,0.5395982265472412
architect,,show,1,1,0.5394044518470764,0.5394044518470764
architect,,progressive,1,1,0.5350338220596313,0.5350338220596313
architect,,space,1,1,0.5350300073623657,0.5350300073623657
architect,,interior,1,1,0.5306113362312317,0.5306113362312317
architect,,wadi,1,1,0.5235821008682251,0.5235821008682251
architect,,implementations,1,1,0.5228053331375122,0.5228053331375122
architect,,enterprise,1,1,0.519008994102478,0.519008994102478
architect,,modern,1,1,0.5187498331069946,0.5187498331069946
architect,,publisher,1,1,0.5152729749679565,0.5152729749679565
architect,,mlis,1,1,0.5066133067011833,0.5066133067011833
architect,,licensed,1,1,0.5058189630508423,0.5058189630508423
architect,,sketching,1,1,0.5048060938715935,0.5048060938715935
architect,,graduate,1,1,0.5014072060585022,0.5014072060585022
