profession,token,weighted_score_unmasked,weighted_score_masked,weighted_score_diff_masked_minus_unmasked,count_topk_unmasked,count_topk_masked,doc_freq_unmasked,doc_freq_masked,mean_attr_unmasked,mean_attr_masked
comedian,comedic,3.23336523771286,2.5157082080841064,-0.7176570296287537,2.0,2.0,2.0,2.0,1.61668261885643,1.2578541040420532
comedian,best,1.4216769933700562,0.0,-1.4216769933700562,1.0,0.0,1.0,0.0,1.4216769933700562,0.0
comedian,jokes,1.5233092308044434,0.0,-1.5233092308044434,1.0,0.0,1.0,0.0,1.5233092308044434,0.0
comedian,stand,1.844883918762207,0.0,-1.844883918762207,1.0,0.0,1.0,0.0,1.844883918762207,0.0
comedian,stunt,1.968822240829468,0.0,-1.968822240829468,2.0,0.0,1.0,0.0,0.984411120414734,0.0
comedian,fringe,1.9796470403671265,0.0,-1.9796470403671265,1.0,0.0,1.0,0.0,1.9796470403671265,0.0
composer,music,22.381971899420023,53.17349854763597,30.79152664821595,32.0,49.0,21.0,29.0,0.6994366218568757,1.0851734397476729
composer,orchestra,0.0,8.570198763161898,8.570198763161898,0.0,8.0,0.0,7.0,0.0,1.0712748453952372
composer,ensemble,0.0,5.406191977672279,5.406191977672279,0.0,7.0,0.0,5.0,0.0,0.7723131396674684
composer,films,0.0,4.833581507205963,4.833581507205963,0.0,3.0,0.0,3.0,0.0,1.611193835735321
composer,score,0.0,4.5851514637470245,4.5851514637470245,0.0,2.0,0.0,2.0,0.0,2.2925757318735123
composer,compositions,7.908269643783569,10.87327566742897,2.965006023645401,5.0,5.0,4.0,4.0,1.581653928756714,2.174655133485794
composer,composition,9.595512263476849,12.240513861179352,2.645001597702503,10.0,10.0,9.0,9.0,0.9595512263476847,1.2240513861179352
composer,musical,7.075528860092163,9.482547730207443,2.40701887011528,3.0,4.0,3.0,4.0,2.358509620030721,2.370636932551861
composer,composing,5.299119995906949,6.72422955930233,1.425109563395381,3.0,3.0,3.0,3.0,1.766373331968983,2.2414098531007767
composer,scores,5.3614197093993425,6.453224339522421,1.0918046301230788,3.0,3.0,3.0,3.0,1.787139903133114,2.151074779840807
composer,works,3.385193705558777,0.0,-3.385193705558777,3.0,0.0,3.0,0.0,1.1283979018529255,0.0
composer,performed,3.773930311203003,0.0,-3.773930311203003,5.0,0.0,5.0,0.0,0.7547860622406006,0.0
composer,tuscany,6.915364980697632,0.0,-6.915364980697632,1.0,0.0,1.0,0.0,6.915364980697632,0.0
composer,short,25.484634399414062,0.0,-25.484634399414062,1.0,0.0,1.0,0.0,25.484634399414062,0.0
dentist,dental,185.21841511782264,200.2146951686591,14.996280050836447,133.0,124.0,74.0,73.0,1.3926196625400196,1.614634638456928
dentist,licence,0.0,14.243919640779495,14.243919640779495,0.0,4.0,0.0,4.0,0.0,3.560979910194874
dentist,doctor,0.0,13.710708677768707,13.710708677768707,0.0,18.0,0.0,18.0,0.0,0.7617060376538171
dentist,patients,16.824557131156325,27.931282402947545,11.10672527179122,17.0,16.0,16.0,15.0,0.9896798312444898,1.7457051501842216
dentist,lybrate.com,0.0,8.030214985832572,8.030214985832572,0.0,5.0,0.0,5.0,0.0,1.6060429971665144
dentist,hospital,0.0,7.9248418658971795,7.9248418658971795,0.0,11.0,0.0,11.0,0.0,0.7204401696270163
dentist,online,0.0,6.743819296360016,6.743819296360016,0.0,10.0,0.0,10.0,0.0,0.6743819296360016
dentist,dentistry,39.76587257068604,45.83589752390981,6.070024953223765,27.0,30.0,21.0,23.0,1.4728100952105945,1.5278632507969936
dentist,clinic,25.225876212120056,29.55469059944153,4.328814387321472,31.0,25.0,30.0,24.0,0.8137379423264535,1.1821876239776612
dentist,dentist,24.073911184445024,27.43554960936308,3.3616384249180555,16.0,18.0,16.0,18.0,1.504619449027814,1.5241972005201712
dentist,maxillofacial,5.189367853105068,0.0,-5.189367853105068,5.0,0.0,5.0,0.0,1.0378735706210136,0.0
dentist,practicing,5.3635596334934235,0.0,-5.3635596334934235,6.0,0.0,6.0,0.0,0.8939266055822372,0.0
dentist,appointment,6.034860908985138,0.0,-6.034860908985138,10.0,0.0,10.0,0.0,0.6034860908985138,0.0
dentist,cross/blue,8.390327081084251,0.0,-8.390327081084251,12.0,0.0,12.0,0.0,0.6991939234236876,0.0
dentist,practices,19.631493896245956,0.0,-19.631493896245956,26.0,0.0,26.0,0.0,0.7550574575479214,0.0
dietitian,nutrition,30.737800925038755,45.67222577892244,14.934424853883684,31.0,36.0,24.0,24.0,0.9915419653238308,1.268672938303401
dietitian,professional,10.350891906768084,21.55915128439665,11.208259377628565,9.0,9.0,9.0,9.0,1.1500991007520094,2.39546125382185
dietitian,appointment,0.0,3.844163447618485,3.844163447618485,0.0,4.0,0.0,4.0,0.0,0.9610408619046212
dietitian,food,0.0,3.176645912230015,3.176645912230015,0.0,4.0,0.0,4.0,0.0,0.7941614780575037
dietitian,metabolic,0.0,2.3573525846004486,2.3573525846004486,0.0,2.0,0.0,1.0,0.0,1.1786762923002243
dietitian,dietitians,2.7533471882343292,3.6114781498909,0.8581309616565709,1.0,1.0,1.0,1.0,2.7533471882343292,3.6114781498909
dietitian,diet,2.0699226558208466,2.2258644700050354,0.15594181418418884,3.0,3.0,3.0,3.0,0.6899742186069489,0.7419548233350118
dietitian,nutritional,5.088559001684189,5.031053066253662,-0.05750593543052673,5.0,4.0,5.0,4.0,1.0177118003368375,1.2577632665634155
dietitian,patients,2.466394007205963,2.2174452543258667,-0.24894875288009644,3.0,2.0,3.0,2.0,0.822131335735321,1.1087226271629331
dietitian,experience,2.74658727645874,0.0,-2.74658727645874,1.0,0.0,1.0,0.0,2.74658727645874,0.0
dietitian,clients,3.5261051654815674,0.0,-3.5261051654815674,2.0,0.0,2.0,0.0,1.7630525827407837,0.0
dietitian,registered,4.6801147176884115,0.0,-4.6801147176884115,8.0,0.0,8.0,0.0,0.5850143397110514,0.0
dietitian,dietitian,27.808430656790733,14.472361888736486,-13.336068768054247,9.0,7.0,9.0,7.0,3.089825628532304,2.067480269819498
filmmaker,film,17.055414699018,39.45132642053068,22.395911721512675,28.0,49.0,24.0,39.0,0.6091219535363572,0.805129110623075
filmmaker,films,19.743710787966847,28.793197751045223,9.049486963078376,24.0,27.0,21.0,24.0,0.8226546161652853,1.0664147315201935
filmmaker,filmmaking,5.487820506095886,12.041990220546722,6.554169714450836,5.0,5.0,5.0,5.0,1.0975641012191772,2.4083980441093447
filmmaker,andrew_kukura@outlook.com,0.0,4.556640287861228,4.556640287861228,0.0,1.0,0.0,1.0,0.0,4.556640287861228
filmmaker,directing,0.0,4.3949375450611115,4.3949375450611115,0.0,3.0,0.0,3.0,0.0,1.4649791816870372
filmmaker,videos,0.0,4.344451319426298,4.344451319426298,0.0,4.0,0.0,4.0,0.0,1.0861128298565743
filmmaker,documentary,5.54242716729641,7.531085207127034,1.9886580398306242,9.0,11.0,9.0,11.0,0.6158252408107122,0.6846441097388213
filmmaker,filmmaker,7.754393829964101,8.99350831657648,1.2391144866123796,7.0,7.0,7.0,7.0,1.1077705471377288,1.2847869023680687
filmmaker,feature,7.622743338346481,8.28749531507492,0.6647519767284393,9.0,12.0,8.0,10.0,0.8469714820384979,0.6906246095895767
filmmaker,directed,6.049629807472229,6.104877531528473,0.055247724056243896,6.0,6.0,6.0,6.0,1.0082716345787048,1.0174795885880787
filmmaker,short,2.8603427708148956,0.0,-2.8603427708148956,6.0,0.0,6.0,0.0,0.4767237951358159,0.0
filmmaker,festival,3.0792801678180695,0.0,-3.0792801678180695,5.0,0.0,5.0,0.0,0.6158560335636138,0.0
filmmaker,production,3.1198967322707176,0.0,-3.1198967322707176,5.0,0.0,5.0,0.0,0.6239793464541435,0.0
journalist,journalism,28.71506540849805,44.602754067629576,15.887688659131527,25.0,26.0,23.0,24.0,1.148602616339922,1.715490541062676
journalist,writing,0.0,10.380945216864347,10.380945216864347,0.0,13.0,0.0,12.0,0.0,0.7985342474511037
journalist,news,16.17967209406197,24.551389809697863,8.371717715635892,25.0,29.0,23.0,25.0,0.6471868837624788,0.8465996486102713
journalist,journalists,7.691249438561499,15.63260417804122,7.941354739479721,5.0,6.0,5.0,6.0,1.5382498877123,2.6054340296735368
journalist,editor,0.0,7.280841663479805,7.280841663479805,0.0,9.0,0.0,9.0,0.0,0.8089824070533117
journalist,journalist,15.435363575816154,22.22682049125433,6.791456915438175,12.0,10.0,12.0,10.0,1.2862802979846797,2.222682049125433
journalist,reporter,5.803483568131924,8.716709254891612,2.913225686759688,7.0,8.0,7.0,8.0,0.8290690811617034,1.0895886568614517
journalist,covered,5.8224742114543915,7.76120099425316,1.9387267827987689,5.0,7.0,5.0,7.0,1.1644948422908783,1.1087429991790227
journalist,reporting,8.843720820033923,9.634295128285885,0.7905743082519621,10.0,11.0,9.0,10.0,0.8843720820033922,0.8758450116623532
journalist,times,8.402318845968693,7.924799030646682,-0.4775198153220117,13.0,12.0,11.0,10.0,0.6463322189206687,0.6603999192205569
journalist,reported,5.717345476150513,0.0,-5.717345476150513,7.0,0.0,7.0,0.0,0.8167636394500732,0.0
journalist,media,7.920475959777832,0.0,-7.920475959777832,12.0,0.0,11.0,0.0,0.6600396633148193,0.0
model,gallery,0.0,18.101954579353333,18.101954579353333,0.0,13.0,0.0,13.0,0.0,1.392458044565641
model,born,8.411052018404007,22.719663858413696,14.30861184000969,14.0,17.0,14.0,17.0,0.6007894298860005,1.3364508152008057
model,model,24.235976919531826,31.114689514040947,6.878712594509121,18.0,19.0,16.0,17.0,1.3464431621962123,1.6376152375811024
model,modeling,11.474248215556145,17.137071538716555,5.66282332316041,9.0,9.0,9.0,9.0,1.2749164683951273,1.904119059857395
model,models,0.0,3.7491379380226135,3.7491379380226135,0.0,4.0,0.0,3.0,0.0,0.9372844845056534
model,section,0.0,3.214182872325182,3.214182872325182,0.0,5.0,0.0,5.0,0.0,0.6428365744650364
model,playboy,0.0,3.1552822589874268,3.1552822589874268,0.0,1.0,0.0,1.0,0.0,3.1552822589874268
model,modelling,5.9705332815647125,8.249701604247093,2.2791683226823807,4.0,5.0,3.0,4.0,1.492633320391178,1.6499403208494186
model,fashion,5.966325484216213,7.800384908914566,1.8340594246983528,7.0,8.0,7.0,8.0,0.8523322120308876,0.9750481136143208
model,runway,2.5752698183059692,0.0,-2.5752698183059692,3.0,0.0,3.0,0.0,0.8584232727686564,0.0
model,career,2.9155541360378265,0.0,-2.9155541360378265,5.0,0.0,5.0,0.0,0.5831108272075654,0.0
model,freeones,4.512780804187059,0.0,-4.512780804187059,9.0,0.0,8.0,0.0,0.5014200893541177,0.0
model,listed,5.297544538974762,0.0,-5.297544538974762,11.0,0.0,11.0,0.0,0.4815949580886147,0.0
model,ranked,10.44146317243576,4.963335782289505,-5.4781273901462555,13.0,9.0,13.0,9.0,0.8031894748027508,0.5514817535877228
nurse,nurse,141.10811646282673,166.39410105813295,25.285984595306218,117.0,116.0,101.0,100.0,1.2060522774600575,1.43443190567356
nurse,call,0.0,16.039949893951416,16.039949893951416,0.0,30.0,0.0,30.0,0.0,0.5346649964650472
nurse,nursing,70.4368108343333,85.14945958182216,14.712648747488856,60.0,62.0,37.0,38.0,1.1739468472388883,1.3733783803519704
nurse,appointment,0.0,8.967919491231441,8.967919491231441,0.0,19.0,0.0,19.0,0.0,0.4719957626963916
nurse,clinical,0.0,7.063077390193939,7.063077390193939,0.0,10.0,0.0,9.0,0.0,0.7063077390193939
nurse,medical,13.315073907375336,14.159887790679932,0.844813883304596,29.0,30.0,28.0,27.0,0.4591404795646667,0.471996259689331
nurse,hospital,10.024699319154024,10.804941716603937,0.7802423974499124,16.0,16.0,16.0,16.0,0.6265437074471265,0.6753088572877459
nurse,health,9.38798213750124,8.65024122968316,-0.737740907818079,15.0,11.0,15.0,11.0,0.625865475833416,0.7863855663348328
nurse,patients,11.018033668398855,10.140648470260205,-0.8773851981386507,16.0,15.0,11.0,10.0,0.6886271042749286,0.6760432313506802
nurse,practitioner,25.317374023841698,20.456537912599742,-4.860836111241955,50.0,34.0,50.0,34.0,0.5063474804768339,0.6016628797823453
nurse,nurses,5.709719130769372,0.0,-5.709719130769372,5.0,0.0,5.0,0.0,1.1419438261538744,0.0
nurse,interview,13.103697836399078,0.0,-13.103697836399078,1.0,0.0,1.0,0.0,13.103697836399078,0.0
nurse,graduated,24.91387787461281,0.0,-24.91387787461281,39.0,0.0,39.0,0.0,0.6388173814003284,0.0
painter,paintings,24.2869206732139,50.01936100702733,25.73244033381343,24.0,26.0,19.0,19.0,1.0119550280505791,1.923821577193359
painter,painting,36.14629966579378,51.39374072942883,15.247441063635051,27.0,25.0,18.0,17.0,1.3387518394738436,2.055749629177153
painter,depicted,0.0,8.663168519735336,8.663168519735336,0.0,2.0,0.0,2.0,0.0,4.331584259867668
painter,art,8.075120862573385,13.32853090763092,5.253410045057535,11.0,12.0,11.0,12.0,0.7341018965975805,1.1107109089692433
painter,gallery,5.444427862763405,9.600658539682629,4.156230676919224,8.0,12.0,6.0,7.0,0.6805534828454256,0.8000548783068856
painter,colors,0.0,3.973282992839813,3.973282992839813,0.0,2.0,0.0,2.0,0.0,1.9866414964199064
painter,artistic,0.0,3.824616551399231,3.824616551399231,0.0,4.0,0.0,4.0,0.0,0.9561541378498076
painter,artist,2.639360822737217,5.442956820130348,2.8035959973931313,5.0,5.0,5.0,5.0,0.5278721645474433,1.0885913640260696
painter,studio,4.131840422749519,4.663173530250788,0.5313331075012684,5.0,7.0,5.0,7.0,0.8263680845499038,0.6661676471786839
painter,paint,4.760660693049431,4.490718714892864,-0.2699419781565666,4.0,4.0,4.0,4.0,1.1901651732623575,1.122679678723216
painter,work,3.447174906730652,0.0,-3.447174906730652,6.0,0.0,5.0,0.0,0.5745291511217753,0.0
painter,exhibited,3.857030361890793,0.0,-3.857030361890793,6.0,0.0,6.0,0.0,0.6428383936484655,0.0
painter,drawing,4.246451646089554,0.0,-4.246451646089554,5.0,0.0,5.0,0.0,0.8492903292179108,0.0
photographer,photography,126.00217498838902,239.55877978447825,113.55660479608923,129.0,134.0,87.0,91.0,0.9767610464216204,1.7877520879438675
photographer,photographs,23.94603262096643,45.240636855363846,21.294604234397415,25.0,26.0,22.0,23.0,0.9578413048386574,1.740024494437071
photographer,camera,0.0,16.875578803941607,16.875578803941607,0.0,17.0,0.0,15.0,0.0,0.9926811061142122
photographer,photographer,22.955922983586788,39.225228026509285,16.269305042922497,25.0,28.0,23.0,25.0,0.9182369193434716,1.4009010009467602
photographer,photographic,15.140241384506224,29.399319797754288,14.259078413248064,15.0,17.0,15.0,17.0,1.0093494256337483,1.7293717528090755
photographer,images,11.35602404968813,24.87786703556776,13.52184298587963,19.0,23.0,17.0,20.0,0.5976854762993753,1.0816463928507722
photographer,portraits,9.780171757563949,23.108205799013376,13.328034041449428,14.0,17.0,14.0,17.0,0.6985836969688535,1.359306223471375
photographer,photos,0.0,12.994109582155945,12.994109582155945,0.0,9.0,0.0,9.0,0.0,1.4437899535728826
photographer,photo,11.85166636109352,16.745849013328552,4.894182652235033,12.0,13.0,12.0,12.0,0.98763886342446,1.288142231794504
photographer,work,10.441937267780304,12.46944173052907,2.027504462748766,18.0,23.0,17.0,21.0,0.5801076259877946,0.5421496404577857
photographer,photographing,8.17276194691658,0.0,-8.17276194691658,4.0,0.0,4.0,0.0,2.043190486729145,0.0
photographer,shoots,12.816250948235394,0.0,-12.816250948235394,11.0,0.0,11.0,0.0,1.165113722566854,0.0
physician,medicine,166.64024782273918,292.246107744053,125.60585992131382,220.0,243.0,179.0,192.0,0.7574556719215417,1.2026588796051565
physician,practices,179.33597391843796,224.6419777274132,45.30600380897525,124.0,118.0,124.0,118.0,1.4462578541809512,1.9037455739611289
physician,specializes,0.0,38.29020327329635,38.29020327329635,0.0,56.0,0.0,56.0,0.0,0.6837536298802921
physician,hospital,0.0,28.81849357765168,28.81849357765168,0.0,40.0,0.0,33.0,0.0,0.720462339441292
physician,patients,24.335404643788937,52.72379435412586,28.38838971033692,38.0,60.0,36.0,54.0,0.6404053853628667,0.8787299059020977
physician,spanish,0.0,21.724129263311625,21.724129263311625,0.0,18.0,0.0,18.0,0.0,1.206896070183979
physician,medical,77.44539724290371,97.36033099889757,19.914933755993857,116.0,112.0,97.0,97.0,0.6676327348526182,0.8692886696330139
physician,physician,25.9627453237772,34.2315083257854,8.2687630020082,17.0,20.0,16.0,18.0,1.5272203131633646,1.71157541628927
physician,residency,20.973052324727178,22.579259984195232,1.6062076594680548,40.0,38.0,40.0,38.0,0.5243263081181795,0.594191052215664
physician,professional,22.184042900800705,19.46485149860382,-2.719191402196884,21.0,20.0,21.0,20.0,1.056382995276224,0.9732425749301912
physician,practice,19.615896377712488,0.0,-19.615896377712488,24.0,0.0,24.0,0.0,0.8173290157380203,0.0
physician,credentials,23.876853108406067,0.0,-23.876853108406067,20.0,0.0,20.0,0.0,1.1938426554203034,0.0
physician,affiliated,68.77941021323204,0.0,-68.77941021323204,83.0,0.0,83.0,0.0,0.8286675929305065,0.0
poet,poetry,52.012510335072875,67.77413229597732,15.76162196090445,57.0,57.0,34.0,35.0,0.912500181317068,1.1890198648417074
poet,review,3.0358646288514137,6.563031662255526,3.527167033404112,2.0,4.0,2.0,4.0,1.5179323144257069,1.6407579155638814
poet,poets,0.0,2.9817912578582764,2.9817912578582764,0.0,2.0,0.0,2.0,0.0,1.4908956289291382
poet,lyricism,0.0,2.715258300304413,2.715258300304413,0.0,1.0,0.0,1.0,0.0,2.715258300304413
poet,work,3.3311567306518555,5.402348946779966,2.071192216128111,4.0,6.0,4.0,6.0,0.8327891826629639,0.9003914911299944
poet,published,3.567662686109543,5.482351839542389,1.914689153432846,8.0,10.0,7.0,10.0,0.4459578357636928,0.5482351839542389
poet,creative,2.5553086698055267,3.1909951269626617,0.635686457157135,4.0,6.0,4.0,6.0,0.6388271674513817,0.5318325211604437
poet,poem,6.273743033409119,6.62079855799675,0.3470555245876312,4.0,4.0,4.0,4.0,1.5684357583522797,1.6551996394991877
poet,writing,8.688440218567848,7.585697561502457,-1.1027426570653915,12.0,12.0,11.0,11.0,0.724036684880654,0.632141463458538
poet,poems,15.667822572868316,14.047626461833714,-1.620196111034602,14.0,13.0,11.0,10.0,1.1191301837763084,1.0805866509102855
poet,write,2.348662495613098,0.0,-2.348662495613098,2.0,0.0,2.0,0.0,1.174331247806549,0.0
poet,collection,2.808555990457535,0.0,-2.808555990457535,5.0,0.0,5.0,0.0,0.5617111980915069,0.0
professor,university,105.02908086590467,302.8462135293521,197.8171326634474,185.0,426.0,168.0,339.0,0.5677247614373226,0.7109066045289956
professor,research,333.32252935506403,514.1976702108514,180.87514085578732,428.0,514.0,391.0,452.0,0.7787909564370655,1.0003845723946525
professor,interests,48.41974002122879,95.44214829802512,47.02240827679633,80.0,131.0,80.0,129.0,0.6052467502653599,0.7285660175421765
professor,teaching,40.56601506960578,77.84561081416905,37.27959574456327,61.0,92.0,58.0,86.0,0.6650166404853407,0.8461479436322723
professor,professor,42.78750665485859,71.6157805044204,28.82827384956181,47.0,70.0,43.0,60.0,0.9103724820182678,1.0230825786345772
professor,teaches,43.78496697545051,70.68189296126366,26.896925985813148,58.0,65.0,58.0,65.0,0.7549132237146641,1.0874137378655948
professor,studies,39.32590622827411,53.39281569048762,14.066909462213516,48.0,54.0,45.0,50.0,0.8192897130890439,0.9887558461201412
professor,faculty,45.82733686640859,49.99567799270153,4.168341126292944,56.0,54.0,54.0,54.0,0.8183453011858676,0.925845888753732
professor,phd,119.19547643139958,94.085329528898,-25.110146902501583,114.0,103.0,110.0,101.0,1.0455743546613998,0.9134498012514368
professor,ph.d,170.4843709624838,91.7062583079096,-78.77811265457422,134.0,88.0,131.0,88.0,1.2722714250931628,1.0421165716807907
psychologist,psychology,31.53179717436433,40.3534848280251,8.821687653660774,38.0,43.0,30.0,35.0,0.8297841361674824,0.9384531355354676
psychologist,specialists,0.0,8.089670151472092,8.089670151472092,0.0,15.0,0.0,15.0,0.0,0.5393113434314728
psychologist,psychological,10.090597778558733,16.75218176841736,6.6615839898586255,12.0,16.0,11.0,14.0,0.8408831482132276,1.047011360526085
psychologist,psychologist,55.02757839777041,61.56838628929109,6.540807891520679,29.0,31.0,24.0,24.0,1.8975027033713936,1.986076977073906
psychologist,clinical,18.703677719458938,22.04159773886204,3.3379200194031036,25.0,31.0,24.0,29.0,0.7481471087783576,0.7110192818987754
psychologist,psychotherapy,10.102980852127075,13.353620022535324,3.250639170408249,8.0,9.0,8.0,8.0,1.2628726065158844,1.4837355580594804
psychologist,counselling,5.851708481088281,8.729688227176666,2.8779797460883856,5.0,6.0,4.0,5.0,1.170341696217656,1.4549480378627777
psychologist,counseling,9.24649715423584,8.881710857152939,-0.364786297082901,6.0,7.0,5.0,6.0,1.5410828590393066,1.2688158367361342
psychologist,therapy,10.449980022385716,9.85280823521316,-0.5971717871725559,15.0,11.0,9.0,10.0,0.6966653348257145,0.8957098395648327
psychologist,appointment,13.152743570506573,9.83920545130968,-3.3135381191968936,16.0,15.0,16.0,15.0,0.8220464731566608,0.655947030087312
psychologist,experiences,10.527020107023418,0.0,-10.527020107023418,18.0,0.0,18.0,0.0,0.5848344503901899,0.0
software engineer,software,6.319465130567551,14.238345824182034,7.918880693614483,8.0,20.0,7.0,14.0,0.7899331413209438,0.7119172912091016
software engineer,javascript,0.0,4.514398075640202,4.514398075640202,0.0,2.0,0.0,2.0,0.0,2.257199037820101
software engineer,devops,0.0,4.412974089384079,4.412974089384079,0.0,2.0,0.0,2.0,0.0,2.2064870446920395
software engineer,applications,0.0,4.271422524005175,4.271422524005175,0.0,5.0,0.0,5.0,0.0,0.8542845048010349
software engineer,java/c/c,0.0,3.802071660757065,3.802071660757065,0.0,1.0,0.0,1.0,0.0,3.802071660757065
software engineer,programming,2.902956962585449,3.885768085718155,0.9828111231327057,2.0,3.0,2.0,3.0,1.4514784812927246,1.2952560285727184
software engineer,code,2.8107661195099354,3.557496126741171,0.7467300072312355,2.0,3.0,2.0,3.0,1.4053830597549677,1.185832042247057
